630,420,780,360,4,0:33:20
805,540,1000,460,2,0:43:40
1030,690,1280,590,2,0:55:40
1320,880,1635,755,2,1:09:30
1690,1125,2095,965,2,1:25:40
2165,1445,2680,1235,3,1:44:20
2770,1845,3430,1585,3,2:06:10
3545,2365,4390,2025,3,2:31:20
4540,3025,5620,2595,3,3:00:30
5810,3875,7195,3320,3,3:34:20
7440,4960,9210,4250,3,4:13:40
9520,6345,11785,5440,3,4:59:10
12185,8125,15085,6965,3,5:52:10
15600,10400,19310,8915,3,6:53:30
19965,13310,24720,11410,3,8:04:40
25555,17035,31640,14605,4,9:27:10
32710,21810,40500,18690,4,11:02:50
41870,27915,51840,23925,4,12:54:00
53595,35730,66355,30625,4,15:02:50
68600,45735,84935,39200,4,17:32:10
