550,800,750,250,1,1:23:20
705,1025,960,320,1,1:41:40
900,1310,1230,410,1,2:03:00
1155,1680,1575,525,1,2:27:40
1475,2145,2015,670,1,2:56:10
1890,2750,2575,860,1,3:29:20
2420,3520,3300,1100,1,4:08:00
3095,4505,4220,1405,1,4:52:40
3965,5765,5405,1800,1,5:44:20
5075,7380,6920,2305,1,6:44:30
6495,9445,8855,2950,2,7:54:10
8310,12090,11335,3780,2,9:15:10
10640,15475,14505,4835,2,10:49:00
13615,19805,18570,6190,2,12:37:40
17430,25355,23770,7925,2,14:44:00
22310,32450,30425,10140,2,17:10:30
28560,41540,38940,12980,2,20:00:20
36555,53170,49845,16615,2,23:17:20
46790,68055,63805,21270,2,27:05:50
59890,87110,81670,27225,2,31:31:00
