180,130,150,80,3,0:33:20
230,165,190,100,2,0:43:40
295,215,245,130,2,0:55:40
375,275,315,170,2,1:09:30
485,350,405,215,2,1:25:40
620,445,515,275,2,1:44:20
790,570,660,350,2,2:06:10
1015,730,845,450,2,2:31:20
1295,935,1080,575,2,3:00:30
1660,1200,1385,740,2,3:34:20
2125,1535,1770,945,3,4:13:40
2720,1965,2265,1210,3,4:59:10
3480,2515,2900,1545,3,5:52:10
4455,3220,3715,1980,3,6:53:30
5705,4120,4755,2535,3,8:04:40
7300,5275,6085,3245,3,9:27:10
9345,6750,7790,4155,3,11:02:50
11965,8640,9970,5315,3,12:54:00
15315,11060,12760,6805,3,15:02:50
19600,14155,16335,8710,3,17:32:10
