70,90,170,70,0,0:33:20
90,115,220,90,0,0:43:40
115,145,280,115,0,0:55:40
145,190,355,145,0,1:09:30
190,240,455,190,0,1:25:40
240,310,585,240,1,1:44:20
310,395,750,310,1,2:06:10
395,505,955,395,1,2:31:20
505,650,1225,505,1,3:00:30
645,830,1570,645,1,3:34:20
825,1065,2005,825,1,4:13:40
1060,1360,2570,1060,1,4:59:10
1355,1740,3290,1355,1,5:52:10
1735,2230,4210,1735,1,6:53:30
2220,2850,5390,2220,1,8:04:40
2840,3650,6895,2840,2,9:27:10
3635,4675,8825,3635,2,11:02:50
4650,5980,11300,4650,2,12:54:00
5955,7655,14460,5955,2,15:02:50
7620,9800,18510,7620,2,17:32:10
