780,420,660,540,5,0:36:40
1000,540,845,690,3,0:52:30
1280,690,1080,885,3,1:11:00
1635,880,1385,1130,3,1:32:20
2095,1125,1770,1450,3,1:57:00
2680,1445,2270,1855,3,2:25:50
3430,1845,2905,2375,3,2:59:10
4390,2365,3715,3040,3,3:37:50
5620,3025,4755,3890,3,4:22:40
7195,3875,6085,4980,3,5:14:40
9210,4960,7790,6375,4,6:15:00
11785,6345,9975,8160,4,7:25:00
15085,8125,12765,10445,4,8:46:10
19310,10400,16340,13370,4,10:20:20
24720,13310,20915,17115,4,12:09:40
31640,17035,26775,21905,4,14:16:20
40500,21810,34270,28040,4,16:43:20
51840,27915,43865,35890,4,19:33:50
66355,35730,56145,45940,4,22:51:40
84935,45735,71870,58800,4,26:41:10
