70,40,60,20,2,0:41:40
90,50,75,25,1,0:43:40
115,65,100,35,1,0:53:40
145,85,125,40,1,1:04:40
190,105,160,55,1,1:16:50
240,135,205,70,2,1:30:10
310,175,265,90,2,1:45:00
395,225,340,115,2,2:01:20
505,290,430,145,2,2:19:40
645,370,555,185,2,2:39:50
825,470,710,235,2,3:02:20
1060,605,905,300,2,3:27:20
1355,775,1160,385,2,3:55:20
1735,990,1485,495,2,4:26:20
2220,1270,1900,635,2,5:00:50
2840,1625,2435,810,3,5:39:30
3635,2075,3115,1040,3,6:22:30
4650,2660,3990,1330,3,7:10:30
5955,3405,5105,1700,3,8:04:00
7620,4355,6535,2180,3,9:03:50
