180,250,500,160,4,0:33:20
230,320,640,205,2,0:43:40
295,410,820,260,2,0:55:40
375,525,1050,335,2,1:09:30
485,670,1340,430,2,1:25:40
620,860,1720,550,3,1:44:20
790,1100,2200,705,3,2:06:10
1015,1405,2815,900,3,2:31:20
1295,1800,3605,1155,3,3:00:30
1660,2305,4610,1475,3,3:34:20
2125,2950,5905,1890,3,4:13:40
2720,3780,7555,2420,3,4:59:10
3480,4835,9670,3095,3,5:52:10
4455,6190,12380,3960,3,6:53:30
5705,7925,15845,5070,3,8:04:40
7300,10140,20280,6490,4,9:27:10
9345,12980,25960,8310,4,11:02:50
11965,16615,33230,10635,4,12:54:00
15315,21270,42535,13610,4,15:02:50
19600,27225,54445,17420,4,17:32:10
