700,670,700,240,2,0:38:20
930,890,930,320,1,0:44:30
1240,1185,1240,425,1,0:51:30
1645,1575,1645,565,1,0:59:50
2190,2095,2190,750,1,1:09:20
2915,2790,2915,1000,2,1:20:30
3875,3710,3875,1330,2,1:33:20
5155,4930,5155,1765,2,1:48:20
6855,6560,6855,2350,2,2:05:40
9115,8725,9115,3125,2,2:25:50
12125,11605,12125,4155,2,2:49:10
16125,15435,16125,5530,2,3:16:10
21445,20525,21445,7350,2,3:47:30
28520,27300,28520,9780,2,4:24:00
37935,36310,37935,13005,2,5:06:10
50450,48290,50450,17300,3,5:55:10
67100,64225,67100,23005,3,6:52:00
89245,85420,89245,30600,3,7:58:00
118695,113605,118695,40695,3,9:14:20
157865,151095,157865,54125,3,10:43:10
